point_id,observer,date,temp,sky,wind,start,end,how detected,species,time_detected,angle,distance_cm,real_distance_m,double_obs,DO_sp_matching,comments
30,RTM,7/23/2025,81,1,0,8:55,9:05,heard,TUTI,9:59,206,1.7,42.5,,,
31,EM,7/10/2025,84,1,3,9:19,9:29,heard,RHWO,0:18,232,4.7,116.25,,,
31,EM,7/10/2025,84,1,3,9:19,9:29,heard,TUTI,1:09,242,1.8,45,,,
31,EM,7/10/2025,84,1,3,9:19,9:29,heard,GCFL,2:48,238,2.9,72.5,,,
31,EM,7/10/2025,84,1,3,9:19,9:29,heard,BHNU,4:20,298,3.5,87.5,,,
31,EM,7/10/2025,84,1,3,9:19,9:29,heard,DOWO,6:26,319,4.5,111.25,,,
31,EM,7/10/2025,84,1,3,9:19,9:29,heard,RHWO,6:36,320,0.5,12.5,,,
31,EM,7/10/2025,84,1,3,9:19,9:29,heard,RBWO,9:02,310,6.3,157.5,,,
31,EM,7/10/2025,84,1,3,9:19,9:29,heard,CAWR,9:42,124,3.4,85,,,
31,RTM,7/23/2025,78,2,0,8:12,8:22,heard,CAWR,0:50,124,6.5,162.5,,,
31,RTM,7/23/2025,78,2,0,8:12,8:22,heard,RCWO,2:09,217,6.7,167.5,,,
31,RTM,7/23/2025,78,2,0,8:12,8:22,heard,CAWR,3:40,68,6.2,153.75,,,
31,RTM,7/23/2025,78,2,0,8:12,8:22,heard,RHWO,5:06,107,5.8,145,,,
31,RTM,7/23/2025,78,2,0,8:12,8:22,heard,WBNU,5:20,80,6.9,171.25,,,
31,RTM,7/23/2025,78,2,0,8:12,8:22,heard,DOWO,6:29,299,1.7,41.25,,,
31,RTM,7/23/2025,78,2,0,8:12,8:22,heard,RHWO,9:45,164,7.5,187.5,,,
32,EM,7/10/2025,80,1,2,8:52,9:02,heard,RBWO,0:16,139,2.6,63.75,,,
32,EM,7/10/2025,80,1,2,8:52,9:02,heard,BHNU,0:42,228,1.7,42.5,,,
32,EM,7/10/2025,80,1,2,8:52,9:02,heard,RHWO,2:30,225,5.6,140,,two birds,
32,EM,7/10/2025,80,1,2,8:52,9:02,heard,RHWO,2:30,225,5.6,140,,two birds,
32,EM,7/10/2025,80,1,2,8:52,9:02,heard,BHNU,3:47,59,2.9,71.25,,two birds,
32,EM,7/10/2025,80,1,2,8:52,9:02,heard,BHNU,3:47,59,2.9,71.25,,two birds,
32,EM,7/10/2025,80,1,2,8:52,9:02,heard,RBWO,6:07,268,5.6,140,,,
32,EM,7/10/2025,80,1,2,8:52,9:02,heard,RBWO,7:29,354,7.0,173.75,,,
32,RTM,7/23/2025,77,2,0,7:55,8:05,heard,PIWO,1:15,301,9.5,237.5,,,
32,RTM,7/23/2025,77,2,0,7:55,8:05,heard,WBNU,2:21,49,5.3,132.5,,,
32,RTM,7/23/2025,77,2,0,7:55,8:05,heard,RBWO,3:48,127,7.7,192.5,,,
32,RTM,7/23/2025,77,2,0,7:55,8:05,heard,RHWO,6:38,219,1.4,35,,,
32,RTM,7/23/2025,77,2,0,7:55,8:05,heard,RHWO,7:07,246,1.5,37.5,,,
31,BB,5/11/2026,68,0,0,8:12,8:22,heard,RHWO,7:05,292,6.6,165,y,y,
31,BB,5/11/2026,68,0,0,8:12,8:22,heard,CAWR,0:50,302,3.9,97.5,y,y,
31,BB,5/11/2026,68,0,0,8:12,8:22,heard,TUTI,7:45,334,4.9,122.5,y,y,
31,BB,5/11/2026,68,0,0,8:12,8:22,heard,BHNU,1:52,31,2.0,50,y,y,
31,BB,5/11/2026,68,0,0,8:12,8:22,heard,RBWO,6:53,42,5.7,142.5,y,n,
31,BB,5/11/2026,68,0,0,8:12,8:22,heard,RBWO,0:08,96,6.1,152.5,y,y,
31,BB,5/11/2026,68,0,0,8:12,8:22,heard,CAWR,8:30,121,4.1,102.5,y,y,
31,BB,5/11/2026,68,0,0,8:12,8:22,heard,CAWR,2:40,215,3.6,90,y,n,
31,BB,5/11/2026,68,0,0,8:12,8:22,heard,RHWO,3:15,132,4.6,115,y,y,
32,BB,5/11/2026,68,0,0,7:48,7:58,visual,RHWO,2:40,322,1.9,47.5,y,y,
32,BB,5/11/2026,68,0,0,7:48,7:58,visual,WODU,1:29,264,1.6,40,y,y,
32,BB,5/11/2026,68,0,0,7:48,7:58,heard,RBWO,2:45,249,3.3,82.5,y,y,
32,BB,5/11/2026,68,0,0,7:48,7:58,heard,DOWO,8:52,269,5.5,137.5,y,y,
32,BB,5/11/2026,68,0,0,7:48,7:58,heard,RHWO,5:49,287,5.4,135,y,n,
32,BB,5/11/2026,68,0,0,7:48,7:58,heard,GCFL,3:50,281,3.1,77.5,y,n,
32,BB,5/11/2026,68,0,0,7:48,7:58,heard,DOWO,4:40,21,2.2,55,y,y,
32,BB,5/11/2026,68,0,0,7:48,7:58,heard,GCFL,0:10,46,2.9,72.5,y,y,
32,BB,5/11/2026,68,0,0,7:48,7:58,heard,TUTI,9:52,47,6.6,165,y,y,
32,BB,5/11/2026,68,0,0,7:48,7:58,heard,RBWO,0:01,69,2.5,62.5,y,y,
32,BB,5/11/2026,68,0,0,7:48,7:58,heard,RHWO,0:58,80,6.5,162.5,y,n,
32,BB,5/11/2026,68,0,0,7:48,7:58,heard,DOWO,8:20,146,0.4,10,y,y,
32,BB,5/11/2026,68,0,0,7:48,7:58,heard,GCFL,3:20,181,5.1,127.5,y,n,
29,BB,5/11/2026,67,0,0,7:15,7:25,heard,CAWR,3:15,270,5.1,127.5,y,n,
29,BB,5/11/2026,67,0,0,7:15,7:25,heard,WBNU,0:55,348,6.1,152.5,y,n,
29,BB,5/11/2026,67,0,0,7:15,7:25,heard,GCFL,0:33,10,6.3,157.5,y,n,
29,BB,5/11/2026,67,0,0,7:15,7:25,heard,RBWO,2:03,25,4.0,100,y,y,
29,BB,5/11/2026,67,0,0,7:15,7:25,heard,WBNU,0:50,50,5.3,132.5,y,y,
29,BB,5/11/2026,67,0,0,7:15,7:25,heard,RHWO,9:40,62,3.6,90,y,n,
29,BB,5/11/2026,67,0,0,7:15,7:25,heard,TUTI,7:20,63,6.5,162.5,y,y,
29,BB,5/11/2026,67,0,0,7:15,7:25,heard,CAWR,0:16,91,4.9,122.5,y,y,
29,BB,5/11/2026,67,0,0,7:15,7:25,heard,RBWO,0:05,128,4.0,100,y,y,
29,BB,5/11/2026,67,0,0,7:15,7:25,heard,RBWO,5:50,223,5.5,137.5,y,y,
31,RTM,5/11/2026,68,0,0,8:12,8:22,heard,GCFL,8:28,243,4.6,115,y,n,
31,RTM,5/11/2026,68,0,0,8:12,8:22,heard,RHWO,7:02,282,6.7,167.5,y,y,
31,RTM,5/11/2026,68,0,0,8:12,8:22,heard,CAWR,0:20,304,4.2,105,y,y,
31,RTM,5/11/2026,68,0,0,8:12,8:22,heard,TUTI,5:50,328,5.0,125,y,y,
31,RTM,5/11/2026,68,0,0,8:12,8:22,heard,RHWO,6:52,23,7.2,180,y,n,
31,RTM,5/11/2026,68,0,0,8:12,8:22,heard,BHNU,0:43,43,3.5,87.5,y,y,
31,RTM,5/11/2026,68,0,0,8:12,8:22,heard,RBWO,0:05,68,6.9,172.5,y,y,
31,RTM,5/11/2026,68,0,0,8:12,8:22,heard,CAWR,0:30,80,7.4,185,y,y,
31,RTM,5/11/2026,68,0,0,8:12,8:22,heard,RHWO,2:09,201,6.8,170,y,y,
29,RTM,5/11/2026,67,0,0,7:16,7:26,heard,GCFL,8:52,264,7.6,190,y,n,
29,RTM,5/11/2026,67,0,0,7:16,7:26,heard,RHWO,6:28,314,8.5,212.5,y,n,
29,RTM,5/11/2026,67,0,0,7:16,7:26,heard,RBWO,2:09,11,7.8,195,y,y,
29,RTM,5/11/2026,67,0,0,7:16,7:26,heard,CAWR,0:23,21,6.4,160,y,n,
29,RTM,5/11/2026,67,0,0,7:16,7:26,heard,CAWR,0:14,73,5.1,127.5,y,y,
29,RTM,5/11/2026,67,0,0,7:16,7:26,heard,WBNU,0:29,98,5.6,140,y,y,
29,RTM,5/11/2026,67,0,0,7:16,7:26,heard,RBWO,0:04,139,4.0,100,y,y,
29,RTM,5/11/2026,67,0,0,7:16,7:26,heard,RBWO,4:06,193,4.6,115,y,y,
32,RTM,5/11/2026,68,0,0,7:48,7:58,visual,RHWO,9:10,322,1.8,45,y,y,
32,RTM,5/11/2026,68,0,0,7:48,7:58,visual,WODU,1:23,271,2.9,72.5,y,y,
32,RTM,5/11/2026,68,0,0,7:48,7:58,heard,DOWO,8:13,255,1.1,27.5,y,y,
32,RTM,5/11/2026,68,0,0,7:48,7:58,heard,DOWO,8:32,281,4.3,107.5,y,y,
32,RTM,5/11/2026,68,0,0,7:48,7:58,heard,RBWO,0:01,338,4.0,100,y,n,
32,RTM,5/11/2026,68,0,0,7:48,7:58,heard,RHWO,2:17,343,5.7,142.5,y,n,
32,RTM,5/11/2026,68,0,0,7:48,7:58,heard,GCFL,7:30,15,3.5,87.5,y,n,
32,RTM,5/11/2026,68,0,0,7:48,7:58,heard,DOWO,4:34,30,0.8,20,y,y,
32,RTM,5/11/2026,68,0,0,7:48,7:58,heard,TUTI,1:09,61,6.5,162.5,y,y,
32,RTM,5/11/2026,68,0,0,7:48,7:58,heard,GCFL,0:20,115,3.4,85,y,y,
32,RTM,5/11/2026,68,0,0,7:48,7:58,heard,RBWO,2:30,152,3.0,75,y,y,
32,RTM,5/11/2026,68,0,0,7:48,7:58,heard,RBWO,0:43,141,8.3,207.5,y,n,
32,RTM,5/11/2026,68,0,0,7:48,7:58,heard,TUTI,6:48,158,7.3,182.5,y,n,
20,RTM,5/8/2026,71,2,2,9:33,9:43,heard,BASP,4:27,312,7.2,180,y,y,
20,RTM,5/8/2026,71,2,2,9:33,9:43,heard,RHWO,3:34,338,6.1,152.5,y,n,
20,RTM,5/8/2026,71,2,2,9:33,9:43,heard,BASP,0:19,348,4.3,107.5,y,y,
20,RTM,5/8/2026,71,2,2,9:33,9:43,heard,RHWO,9:31,34,4.2,105,y,n,
20,RTM,5/8/2026,71,2,2,9:33,9:43,heard,EABL,0:03,56,4.4,110,y,n,
20,RTM,5/8/2026,71,2,2,9:33,9:43,heard,RBWO,2:29,54,6.2,155,y,y,
20,RTM,5/8/2026,71,2,2,9:33,9:43,heard,CAWR,3:58,128,3.7,92.5,y,y,
20,RTM,5/8/2026,71,2,2,9:33,9:43,heard,RBWO,3:24,73,2.9,72.5,y,y,
20,RTM,5/8/2026,71,2,2,9:33,9:43,heard,RHWO,0:07,169,6.9,172.5,y,y,
22,RTM,5/8/2026,70,2,2,8:41,8:51,heard,BASP,7:01,303,6.8,170,y,n,
22,RTM,5/8/2026,70,2,2,8:41,8:51,heard,BASP,6:50,344,4.5,112.5,y,y,
22,RTM,5/8/2026,70,2,2,8:41,8:51,heard,RHWO,0:02,357,4.5,112.5,y,y,
22,RTM,5/8/2026,70,2,2,8:41,8:51,heard,GCFL,0:25,353,6.4,160,y,n,
22,RTM,5/8/2026,70,2,2,8:41,8:51,heard,BASP,9:57,23,7.2,180,y,n,
22,RTM,5/8/2026,70,2,2,8:41,8:51,heard,RHWO,5:12,46,7.7,192.5,y,n,
22,RTM,5/8/2026,70,2,2,8:41,8:51,heard,RHWO,0:25,59,6.2,155,y,y,
22,RTM,5/8/2026,70,2,2,8:41,8:51,heard,BASP,0:57,67,4.6,115,y,y,
22,RTM,5/8/2026,70,2,2,8:41,8:51,heard,RBWO,7:40,75,6.8,170,y,y,
22,RTM,5/8/2026,70,2,2,8:41,8:51,heard,RHWO,0:47,140,2.9,72.5,y,y,
22,RTM,5/8/2026,70,2,2,8:41,8:51,heard,CAWR,4:30,123,6.5,162.5,y,n,
23,RTM,5/8/2026,71,2,1,9:07,9:17,heard,GCFL,0:46,295,6.5,162.5,y,y,
23,RTM,5/8/2026,71,2,1,9:07,9:17,heard,RBWO,0:05,35,4.6,115,y,y,
23,RTM,5/8/2026,71,2,1,9:07,9:17,heard,CAWR,0:01,34,5.6,140,y,y,
23,RTM,5/8/2026,71,2,1,9:07,9:17,heard,RBWO,8:00,67,7.4,185,y,y,
23,RTM,5/8/2026,71,2,1,9:07,9:17,heard,WBNU,0:23,89,6.1,152.5,y,n,
23,RTM,5/8/2026,71,2,1,9:07,9:17,heard,TUTI,1:14,101,4.4,110,y,y,
23,RTM,5/8/2026,71,2,1,9:07,9:17,heard,RBWO,4:12,126,6.5,162.5,y,y,
15,RTM,5/8/2026,70,2,2,7:31,7:41,heard,DOWO,9:41,243,2.2,55,y,n,
15,RTM,5/8/2026,70,2,2,7:31,7:41,heard,GCFL,4:20,300,7.4,185,y,y,
15,RTM,5/8/2026,70,2,2,7:31,7:41,heard,BASP,4:07,349,4.6,115,y,y,
15,RTM,5/8/2026,70,2,2,7:31,7:41,visual,RHWO,2:30,35,4.6,115,y,y,
15,RTM,5/8/2026,70,2,2,7:31,7:41,heard,RHWO,6:20,66,6.7,167.5,y,y,
15,RTM,5/8/2026,70,2,2,7:31,7:41,heard,BASP,1:45,126,4.8,120,y,n,
15,RTM,5/8/2026,70,2,2,7:31,7:41,heard,RBWO,0:07,120,6.8,170,y,y,
15,RTM,5/8/2026,70,2,2,7:31,7:41,visual,RHWO,3:50,201,2.8,70,y,y,
15,RTM,5/8/2026,70,2,2,7:31,7:41,heard,RHWO,1:06,164,4.4,110,y,y,
8,BB,5/22/2026,78,0,0,8:38,8:48,heard,BASP,5:11,290,3.5,87.5,n,,
8,BB,5/22/2026,78,0,0,8:38,8:48,heard,GCFL,3:44,65,4.6,115,n,,
8,BB,5/22/2026,78,0,0,8:38,8:48,heard,CAWR,3:26,88,4.3,107.5,n,,
8,BB,5/22/2026,78,0,0,8:38,8:48,heard,RBWO,0:50,135,3.7,92.5,n,,
8,BB,5/22/2026,78,0,0,8:38,8:48,heard,BASP,1:43,127,6.4,160,n,,
8,BB,5/22/2026,78,0,0,8:38,8:48,heard,GCFL,7:11,169,2.5,62.5,n,,
8,BB,5/22/2026,78,0,0,8:38,8:48,heard,CAWR,7:23,247,1.8,45,n,,
8,BB,5/22/2026,78,0,0,8:38,8:48,heard,RBWO,0:18,242,4.4,110,n,,
9,BB,5/22/2026,70,0,0,7:22,7:32,heard,BHNU,4:10,351,1.9,47.5,n,,
9,BB,5/22/2026,70,0,0,7:22,7:32,heard,EABL,8:02,343,4.0,100,n,,
9,BB,5/22/2026,70,0,0,7:22,7:32,heard,TUTI,0:36,12,6.8,170,n,,
9,BB,5/22/2026,70,0,0,7:22,7:32,heard,RHWO,0:11,46,1.1,27.5,n,,
9,BB,5/22/2026,70,0,0,7:22,7:32,heard,GCFL,0:23,31,3.8,95,n,,
9,BB,5/22/2026,70,0,0,7:22,7:32,heard,CAWR,7:10,33,6.5,162.5,n,,
9,BB,5/22/2026,70,0,0,7:22,7:32,heard,CAWR,2:07,59,4.8,120,n,,
9,BB,5/22/2026,70,0,0,7:22,7:32,heard,EABL,5:26,80,6.1,152.5,n,,
9,BB,5/22/2026,70,0,0,7:22,7:32,heard,RBWO,1:51,102,4.5,112.5,n,,
9,BB,5/22/2026,70,0,0,7:22,7:32,heard,GCFL,1:10,118,3.7,92.5,n,,
9,BB,5/22/2026,70,0,0,7:22,7:32,heard,RCWO,9:45,120,6.1,152.5,n,,
9,BB,5/22/2026,70,0,0,7:22,7:32,heard,TUTI,1:33,218,5.0,125,n,,
10,BB,5/22/2026,74,0,1,7:50,8:00,heard,RBWO,1:03,274,2.6,65,n,,
10,BB,5/22/2026,74,0,1,7:50,8:00,heard,BHNU,1:27,295,2.8,70,n,,
10,BB,5/22/2026,74,0,1,7:50,8:00,heard,BASP,0:27,328,5.1,127.5,n,,
10,BB,5/22/2026,74,0,1,7:50,8:00,heard,RCWO,0:08,357,3.0,75,n,,
10,BB,5/22/2026,74,0,1,7:50,8:00,heard,GCFL,0:36,34,3.1,77.5,n,,
10,BB,5/22/2026,74,0,1,7:50,8:00,heard,CAWR,0:52,23,4.9,122.5,n,,
10,BB,5/22/2026,74,0,1,7:50,8:00,heard,BHNU,3:55,94,3.2,80,n,,
10,BB,5/22/2026,74,0,1,7:50,8:00,heard,RCWO,2:30,119,1.6,40,n,,
10,BB,5/22/2026,74,0,1,7:50,8:00,heard,GCFL,2:08,128,5.3,132.5,n,,
10,BB,5/22/2026,74,0,1,7:50,8:00,heard,RBWO,8:15,147,6.5,162.5,n,,
10,BB,5/22/2026,74,0,1,7:50,8:00,heard,BHNU,6:56,159,4.3,107.5,n,,
10,BB,5/22/2026,74,0,1,7:50,8:00,heard,WBNU,0:45,186,2.8,70,n,,
10,BB,5/22/2026,74,0,1,7:50,8:00,heard,RCWO,2:35,230,2.4,60,n,,
10,BB,5/22/2026,74,0,1,7:50,8:00,heard,CAWR,3:00,238,6.6,165,n,,
11,BB,5/22/2026,75,0,1,8:09,8:19,heard,RBWO,1:40,271,6.7,167.5,n,,
11,BB,5/22/2026,75,0,1,8:09,8:19,heard,CAWR,3:41,284,6.4,160,n,,
11,BB,5/22/2026,75,0,1,8:09,8:19,heard,TUTI,8:38,8,6.6,165,n,,
11,BB,5/22/2026,75,0,1,8:09,8:19,heard,CAWR,6:08,24,3.5,87.5,n,,
11,BB,5/22/2026,75,0,1,8:09,8:19,heard,GCFL,0:20,28,6.7,167.5,n,,
11,BB,5/22/2026,75,0,1,8:09,8:19,heard,BASP,0:15,48,2.5,62.5,n,,
11,BB,5/22/2026,75,0,1,8:09,8:19,heard,BASP,0:00,61,6.7,167.5,n,,
11,BB,5/22/2026,75,0,1,8:09,8:19,heard,RHWO,4:55,92,5.2,130,n,,
11,BB,5/22/2026,75,0,1,8:09,8:19,heard,CAWR,8:28,112,2.6,65,n,,
11,BB,5/22/2026,75,0,1,8:09,8:19,heard,RBWO,3:05,159,4.3,107.5,n,,
11,BB,5/22/2026,75,0,1,8:09,8:19,heard,BHNU,2:06,225,4.0,100,n,,
11,BB,5/22/2026,75,0,1,8:09,8:19,heard,WBNU,2:28,220,5.6,140,n,,
11,BB,5/22/2026,75,0,1,8:09,8:19,heard,BASP,0:40,245,4.9,122.5,n,,
4,BB,5/21/2026,78,0,1,8:45,8:55,heard,WBNU,0:14,276,1.4,35,n,,
4,BB,5/21/2026,78,0,1,8:45,8:55,heard,RHWO,5:53,274,7.0,175,n,,
4,BB,5/21/2026,78,0,1,8:45,8:55,heard,BHNU,1:33,318,1.8,45,n,,
4,BB,5/21/2026,78,0,1,8:45,8:55,heard,RHWO,0:55,299,3.5,87.5,n,,
4,BB,5/21/2026,78,0,1,8:45,8:55,heard,CACH,8:08,357,3.9,97.5,n,,
4,BB,5/21/2026,78,0,1,8:45,8:55,heard,BASP,4:24,331,7.5,187.5,n,,
4,BB,5/21/2026,78,0,1,8:45,8:55,heard,BASP,9:48,21,6.1,152.5,n,,
4,BB,5/21/2026,78,0,1,8:45,8:55,heard,TUTI,0:26,51,2.6,65,n,,
4,BB,5/21/2026,78,0,1,8:45,8:55,heard,WBNU,0:34,136,1.2,30,n,,
4,BB,5/21/2026,78,0,1,8:45,8:55,heard,TUTI,0:50,223,3.5,87.5,n,,
4,BB,5/21/2026,78,0,1,8:45,8:55,heard,RBWO,3:50,176,7.3,182.5,n,,
5,BB,5/21/2026,71,0,0,7:25,7:35,visual,RCWO,1:23,61,2.1,52.5,n,,
5,BB,5/21/2026,71,0,0,7:25,7:35,visual,RCWO,1:23,61,2.1,52.5,n,,
5,BB,5/21/2026,71,0,0,7:25,7:35,heard,TUTI,7:06,294,5.2,130,n,,
5,BB,5/21/2026,71,0,0,7:25,7:35,heard,BASP,4:43,315,6.0,150,n,,
5,BB,5/21/2026,71,0,0,7:25,7:35,heard,BASP,0:30,13,4.7,117.5,n,,
5,BB,5/21/2026,71,0,0,7:25,7:35,heard,BHNU,4:03,31,2.6,65,n,,
5,BB,5/21/2026,71,0,0,7:25,7:35,heard,RHWO,1:15,55,5.2,130,n,,
5,BB,5/21/2026,71,0,0,7:25,7:35,heard,BASP,0:50,84,3.9,97.5,n,,
5,BB,5/21/2026,71,0,0,7:25,7:35,heard,GCFL,6:36,111,4.7,117.5,n,,
5,BB,5/21/2026,71,0,0,7:25,7:35,heard,RHWO,3:08,130,6.8,170,n,,
5,BB,5/21/2026,71,0,0,7:25,7:35,heard,RBWO,0:35,138,6.0,150,n,,
5,BB,5/21/2026,71,0,0,7:25,7:35,heard,BASP,0:15,240,5.4,135,n,,
26,BB,5/19/2026,77,1,2,9:40,9:50,visual,RHWO,9:55,274,2.3,57.5,n,,
26,BB,5/19/2026,77,1,2,9:40,9:50,heard,CAWR,4:22,312,6.4,160,n,,
26,BB,5/19/2026,77,1,2,9:40,9:50,heard,RHWO,0:45,340,7.1,177.5,n,,
26,BB,5/19/2026,77,1,2,9:40,9:50,heard,RHWO,0:50,15,6.6,165,n,,
26,BB,5/19/2026,77,1,2,9:40,9:50,heard,GCFL,5:02,30,7.3,182.5,n,,
26,BB,5/19/2026,77,1,2,9:40,9:50,heard,BHNU,1:30,49,3.5,87.5,n,,
26,BB,5/19/2026,77,1,2,9:40,9:50,heard,BHNU,9:45,229,1.8,45,n,,
26,BB,5/19/2026,77,1,2,9:40,9:50,heard,RBWO,2:50,183,4.4,110,n,,
27,BB,5/19/2026,71,0,2,8:27,8:37,heard,BASP,0:49,274,2.9,72.5,n,,
27,BB,5/19/2026,71,0,2,8:27,8:37,heard,BASP,0:40,357,1.8,45,n,,
27,BB,5/19/2026,71,0,2,8:27,8:37,heard,CAWR,6:32,337,4.1,102.5,n,,
27,BB,5/19/2026,71,0,2,8:27,8:37,heard,RHWO,5:40,344,7.0,175,n,,
27,BB,5/19/2026,71,0,2,8:27,8:37,heard,GCFL,2:55,49,5.5,137.5,n,,
27,BB,5/19/2026,71,0,2,8:27,8:37,heard,CAWR,3:38,70,4.7,117.5,n,,
27,BB,5/19/2026,71,0,2,8:27,8:37,heard,RBWO,2:20,93,2.6,65,n,,
27,BB,5/19/2026,71,0,2,8:27,8:37,heard,GCFL,0:33,170,3.1,77.5,n,,
27,BB,5/19/2026,71,0,2,8:27,8:37,heard,RBWO,0:15,258,4.7,117.5,n,,
24,BB,5/19/2026,75,1,2,9:14,9:24,heard,BHNU,4:22,274,3.7,92.5,n,,
24,BB,5/19/2026,75,1,2,9:14,9:24,heard,RBWO,2:50,23,5.1,127.5,n,,
24,BB,5/19/2026,75,1,2,9:14,9:24,heard,PIWO,4:41,34,7.7,192.5,n,,
24,BB,5/19/2026,75,1,2,9:14,9:24,heard,GCFL,2:44,56,4.5,112.5,n,,
24,BB,5/19/2026,75,1,2,9:14,9:24,heard,RHWO,7:45,74,2.8,70,n,,
24,BB,5/19/2026,75,1,2,9:14,9:24,heard,TUTI,0:18,86,6.3,157.5,n,,
24,BB,5/19/2026,75,1,2,9:14,9:24,heard,RBWO,6:30,116,2.3,57.5,n,,
24,BB,5/19/2026,75,1,2,9:14,9:24,heard,CAWR,2:30,133,6.4,160,n,,
24,BB,5/19/2026,75,1,2,9:14,9:24,heard,RHWO,7:10,198,4.7,117.5,n,,
24,BB,5/19/2026,75,1,2,9:14,9:24,heard,CAWR,1:34,222,2.6,65,n,,
25,BB,5/19/2026,73,0,2,8:54,9:04,heard,GCFL,3:48,268,3.5,87.5,n,,
25,BB,5/19/2026,73,0,2,8:54,9:04,heard,RBWO,0:08,276,6.4,160,n,,
25,BB,5/19/2026,73,0,2,8:54,9:04,visual,RHWO,4:04,335,1.6,40,n,,
25,BB,5/19/2026,73,0,2,8:54,9:04,heard,RCWO,1:52,321,4.4,110,n,,
25,BB,5/19/2026,73,0,2,8:54,9:04,heard,PIWO,6:36,336,7.2,180,n,,
25,BB,5/19/2026,73,0,2,8:54,9:04,heard,CACH,5:30,350,5.2,130,n,,
25,BB,5/19/2026,73,0,2,8:54,9:04,heard,GCFL,9:00,7,6.3,157.5,n,,
25,BB,5/19/2026,73,0,2,8:54,9:04,heard,TUTI,2:42,32,4.2,105,n,,
25,BB,5/19/2026,73,0,2,8:54,9:04,heard,CAWR,1:40,68,4.9,122.5,n,,
25,BB,5/19/2026,73,0,2,8:54,9:04,heard,RBWO,5:03,90,6.1,152.5,n,,
25,BB,5/19/2026,73,0,2,8:54,9:04,heard,RHWO,6:30,236,3.7,92.5,n,,
1,BB,5/6/2026,77,1,2,10:17,10:27,heard,RHWO,6:20,352,5.2,130,y,y,
1,BB,5/6/2026,77,1,2,10:17,10:27,heard,RBWO,4:45,22,5.9,147.5,y,y,
1,BB,5/6/2026,77,1,2,10:17,10:27,heard,CAWR,8:40,58,2.4,60,y,y,
1,BB,5/6/2026,77,1,2,10:17,10:27,heard,TUTI,8:20,75,6.1,152.5,y,y,
4,BB,5/6/2026,67,2,1,7:22,7:32,heard,GCFL,3:05,263,3.4,85,y,y,
4,BB,5/6/2026,67,2,1,7:22,7:32,heard,BASP,2:43,322,3.5,87.5,y,y,
4,BB,5/6/2026,67,2,1,7:22,7:32,heard,CAWR,8:15,340,4.3,107.5,y,n,
4,BB,5/6/2026,67,2,1,7:22,7:32,heard,RHWO,0:40,3,3.8,95,y,y,
4,BB,5/6/2026,67,2,1,7:22,7:32,heard,BASP,2:32,42,3.7,92.5,y,y,
4,BB,5/6/2026,67,2,1,7:22,7:32,heard,RHWO,6:22,59,2.9,72.5,y,n,
4,BB,5/6/2026,67,2,1,7:22,7:32,heard,WBNU,0:10,80,2.9,72.5,y,y,
4,BB,5/6/2026,67,2,1,7:22,7:32,heard,CAWR,6:00,104,4.1,102.5,y,n,
4,BB,5/6/2026,67,2,1,7:22,7:32,heard,TUTI,2:07,130,3.3,82.5,y,y,
4,BB,5/6/2026,67,2,1,7:22,7:32,heard,GCFL,7:10,126,5.4,135,y,y,
4,BB,5/6/2026,67,2,1,7:22,7:32,heard,RBWO,10:00,146,4.7,117.5,y,y,
4,BB,5/6/2026,67,2,1,7:22,7:32,heard,RHWO,0:45,186,2.0,50,y,y,
6,BB,5/6/2026,67,2,0,7:45,7:55,heard,RHWO,8:30,287,5.4,135,y,y,
6,BB,5/6/2026,67,2,0,7:45,7:55,heard,BASP,7:10,291,3.9,97.5,y,y,
6,BB,5/6/2026,67,2,0,7:45,7:55,heard,BHNU,2:23,335,1.9,47.5,y,y,
6,BB,5/6/2026,67,2,0,7:45,7:55,heard,RCWO,0:30,37,5.7,142.5,y,y,
6,BB,5/6/2026,67,2,0,7:45,7:55,heard,GCFL,0:30,46,4.5,112.5,y,y,
6,BB,5/6/2026,67,2,0,7:45,7:55,heard,BHNU,0:32,83,1.8,45,y,y,
6,BB,5/6/2026,67,2,0,7:45,7:55,heard,BHNU,0:32,83,1.8,45,y,y,
6,BB,5/6/2026,67,2,0,7:45,7:55,heard,WBNU,4:20,75,4.2,105,y,n,
6,BB,5/6/2026,67,2,0,7:45,7:55,heard,EABL,5:40,103,3.5,87.5,y,y,
6,BB,5/6/2026,67,2,0,7:45,7:55,heard,GCFL,9:10,102,4.9,122.5,y,n,
6,BB,5/6/2026,67,2,0,7:45,7:55,heard,RHWO,8:35,92,6.0,150,y,y,
6,BB,5/6/2026,67,2,0,7:45,7:55,heard,RHWO,4:56,117,6.0,150,y,y,
6,BB,5/6/2026,67,2,0,7:45,7:55,heard,BASP,4:10,158,4.1,102.5,y,y,
6,BB,5/6/2026,67,2,0,7:45,7:55,heard,GCFL,3:40,147,5.3,132.5,y,n,
6,BB,5/6/2026,67,2,0,7:45,7:55,heard,RBWO,2:35,256,2.7,67.5,y,y,
6,BB,5/6/2026,67,2,0,7:45,7:55,heard,GCFL,1:05,235,3.9,97.5,y,y,
7,BB,5/6/2026,69,1,0,8:13,8:23,heard,BASP,0:15,286,2.5,62.5,y,y,
7,BB,5/6/2026,69,1,0,8:13,8:23,heard,BHNU,8:35,282,4.4,110,y,y,
