,folder_name,Scan_ID,percent_vertical_cover,num_trees,understory_count,midstory_count,overstory_count,understory_percent,midstory_percent,overstory_percent,basal_area_m,max_canopy_height_m
191,05_17_2025,05_17_2025_Setup12,0.867785939,3,1488528,131676,1964027,0.415299126,0.036737588,0.547963287,24.74642294,32.611
192,05_17_2025,05_17_2025_Setup2,0.519434289,3,1240889,106551,818646,0.57287153,0.049190568,0.377937903,19.23656316,30.525
193,05_17_2025,05_17_2025_Setup3,0.077666036,0,2437529,6770,1,0.997229882,0.002769709,4.09E-07,0,0
194,05_17_2025,05_17_2025_Setup4,0.638423118,4,847281,1431537,1315143,0.235751306,0.398317344,0.36593135,4.63865356,16.222
195,05_17_2025,05_17_2025_Setup5,0.014564493,0,1718811,3576,2418,0.996524825,0.002073278,0.001401898,0,0
196,05_17_2025,05_17_2025_Setup6,0.300822779,2,1923445,57174,395524,0.809482005,0.024061683,0.166456312,8.927403883,34.587
197,05_17_2025,05_17_2025_Setup7,0.40785169,2,2263463,94824,547923,0.778836698,0.032628062,0.18853524,12.33565147,33.002
198,05_17_2025,05_17_2025_Setup8,0.052562285,1,2368753,13599,19780,0.986104427,0.005661221,0.008234352,4.518124374,22.827
199,05_17_2025,05_17_2025_Setup9,0.566763689,5,2549810,240244,1201421,0.638813972,0.060189278,0.300996749,15.06301505,33.381
200,05_18_2025,05_18_2025_Setup1,0.131976362,0,2444089,181797,19761,0.923815233,0.068715516,0.00746925,0,0
201,05_18_2025,05_18_2025_Setup2,0.296889998,1,2486273,93504,642906,0.771491642,0.029014334,0.199494024,5.083575465,20.522
202,05_18_2025,05_18_2025_Setup3,0.392116736,1,1709218,139816,388913,0.763743735,0.062475117,0.173781149,0.642821993,14.698
203,05_18_2025,05_18_2025_Setup4,0.647041093,3,1383281,89138,1180403,0.521437548,0.033601199,0.444961253,20.71343131,33.177
204,05_18_2025,05_18_2025_Setup5,0.205631569,1,2164083,77414,286092,0.856184688,0.030627606,0.113187706,2.536468329,24.906
205,05_18_2025,05_18_2025_Setup6,0.081164347,0,3103034,9473,12603,0.992935929,0.003031253,0.004032818,0,0
206,05_18_2025,05_18_2025_Setup7,0.915681004,7,1270942,815254,1912993,0.317799934,0.203854832,0.478345234,29.56647318,32.584
207,05_18_2025,05_18_2025_Setup8,0.189283689,1,3140325,32681,129209,0.95097533,0.009896691,0.039127979,9.266324007,27.286
208,05_19_2025,05_19_2025_Setup1,0.15625,2,3862222,225644,126238,0.916498976,0.053544953,0.029956071,3.663076527,12.895
209,05_19_2025,05_19_2025_Setup10,0.363291139,3,561966,96399,388061,0.537033675,0.092122138,0.370844188,7.030217742,24.692
210,05_19_2025,05_19_2025_Setup11,0.529925187,2,1010882,191398,1227068,0.416112471,0.078785748,0.50510178,5.932379195,23.698
211,05_19_2025,05_19_2025_Setup12,0.183338003,0,2219015,205436,103322,0.877853747,0.081271538,0.040874715,0,0
212,05_19_2025,05_19_2025_Setup13,0.604457364,10,612182,386615,1012067,0.304437297,0.192263127,0.503299577,8.744872833,21.12
213,05_19_2025,05_19_2025_Setup14,0.623473734,2,2594452,770740,1162899,0.572968167,0.17021301,0.256818823,3.623648092,16.487
214,05_19_2025,05_19_2025_Setup15,0.403714436,3,4014760,59503,317045,0.914251517,0.013550177,0.072198306,5.223268696,23.685
215,05_19_2025,05_19_2025_Setup16,0.684978621,4,3519288,445277,800913,0.738496327,0.093438056,0.168065617,8.767719348,23.613
216,05_19_2025,05_19_2025_Setup17,0.474026605,2,3253332,249464,688436,0.776223316,0.059520446,0.164256238,5.699405343,23.997
217,05_19_2025,05_19_2025_Setup18,0.026087922,0,3306215,11436,1536,0.996091814,0.003445422,0.000462764,0,0
218,05_19_2025,05_19_2025_Setup19,0.015659719,0,2525910,2,3,0.999998021,7.92E-07,1.19E-06,0,0
219,05_19_2025,05_19_2025_Setup2,0.388162423,2,926170,59785,513341,0.617736591,0.039875382,0.342388027,8.14882311,26.077
220,05_19_2025,05_19_2025_Setup3,0.292067859,1,1529243,457907,255695,0.681831781,0.204163462,0.114004757,6.023193777,23.781
221,05_19_2025,05_19_2025_Setup4,0.989566125,1,957658,1855564,2262731,0.188665655,0.365559728,0.445774616,0.548200907,14.109
222,05_19_2025,05_19_2025_Setup5,0.258230642,1,1535161,26514,354901,0.800991456,0.013834046,0.185174499,4.137880233,23.337
223,05_19_2025,05_19_2025_Setup6,0.311047346,1,1105216,712652,806917,0.421069154,0.271508714,0.307422132,1.076756927,17.442
224,05_19_2025,05_19_2025_Setup7,0.366708385,2,1012171,51523,492507,0.650411483,0.033108191,0.316480326,13.26457146,24.873
225,05_19_2025,05_19_2025_Setup8,0.415325438,3,718835,258393,574755,0.463171955,0.166492159,0.370335886,6.953660362,22.65
226,05_19_2025,05_19_2025_Setup9,0.026569208,0,1047058,9546,584,0.990417977,0.009029614,0.000552409,0,0
227,05_21_2025,05_21_2025_Setup1,0.81069477,6,1505672,255046,1688385,0.436540167,0.073945603,0.48951423,12.68721281,25.14
228,05_21_2025,05_21_2025_Setup10,0.843705327,12,1187840,443685,1688696,0.357759318,0.133631165,0.508609517,17.05693805,26.585
229,05_21_2025,05_21_2025_Setup11,0.667299051,5,1529997,253019,1123913,0.526327612,0.087039966,0.386632422,13.24501788,27.972
230,05_21_2025,05_21_2025_Setup12,0.382155188,6,2224773,116012,747455,0.720401588,0.037565733,0.242032679,11.52947856,24.331
231,05_21_2025,05_21_2025_Setup13,0.572204571,8,1399874,152641,1167879,0.51458502,0.056109887,0.429305093,16.66267893,27.019
232,05_21_2025,05_21_2025_Setup14,0.687134503,6,1092017,142937,1091466,0.469398045,0.061440754,0.4691612,12.34543208,24.771
233,05_21_2025,05_21_2025_Setup15,0.602527517,6,1216212,222328,1433787,0.423423935,0.077403443,0.499172622,12.50136079,21.568
234,05_21_2025,05_21_2025_Setup16,0.820531758,8,1025051,297203,1819055,0.32631333,0.094611196,0.579075475,14.97197329,25.796
235,05_21_2025,05_21_2025_Setup17,0.817760904,8,1801357,257436,1495035,0.506877936,0.072439071,0.420682993,18.81686946,27.954
236,05_21_2025,05_21_2025_Setup18,0.619436542,10,1258889,190340,1204446,0.474394566,0.071726945,0.453878489,17.13996601,25.865
237,05_21_2025,05_21_2025_Setup19,0.614893829,3,1024550,138381,1465757,0.389757172,0.052642611,0.557600217,12.91053223,25.833
238,05_21_2025,05_21_2025_Setup2,0.591575269,6,996689,226052,1045403,0.439429331,0.099663866,0.460906803,9.391790202,20.741
239,05_21_2025,05_21_2025_Setup3,0.593625914,5,1293055,81717,753635,0.607522433,0.038393503,0.354084064,10.43558346,24.586
240,05_21_2025,05_21_2025_Setup4,0.646095866,3,1425771,296424,1417423,0.454122444,0.094414034,0.451463522,6.027950663,25.837
241,05_21_2025,05_21_2025_Setup5,0.656995305,8,1127307,188813,1244389,0.440266759,0.073740416,0.485992824,16.06651128,26.961
242,05_21_2025,05_21_2025_Setup6,0.720253027,2,1191678,240001,1374660,0.424637936,0.085521029,0.489841035,4.44931984,25.69
243,05_21_2025,05_21_2025_Setup8,0.555428808,2,823241,228917,1441256,0.33016619,0.091808661,0.578025149,5.403607162,25.866
244,05_21_2025,05_21_2025_Setup9,0.570063002,5,903071,145588,883794,0.467318481,0.075338443,0.457343076,13.85406289,27.321
245,05_22_2025,05_22_2025_Setup1,0.291703836,3,2469605,119636,526973,0.792501734,0.038391458,0.169106807,5.868413428,22.654
246,05_22_2025,05_22_2025_Setup10,0.844303681,8,1612920,500952,1895185,0.402319049,0.12495507,0.47272588,11.35556437,23.944
247,05_22_2025,05_22_2025_Setup11,0.550449815,4,3153197,703395,806748,0.676167082,0.150835024,0.172997894,5.488084229,19.322
248,05_22_2025,05_22_2025_Setup13,0.599965062,2,2740625,414220,1438188,0.596691772,0.090184416,0.313123812,3.411799571,20.116
249,05_22_2025,05_22_2025_Setup15,0.864672239,17,2681673,1368535,1880087,0.452198921,0.230770139,0.31703094,10.43353957,23.502
250,05_22_2025,05_22_2025_Setup16,0.472147308,5,2267112,177065,1141963,0.632187254,0.049374815,0.31843793,8.370101479,21.464
251,05_22_2025,05_22_2025_Setup17,0.773946705,4,2810985,369832,2092831,0.533024768,0.070128306,0.396846926,18.04684807,24.505
252,05_22_2025,05_22_2025_Setup18,0.642449497,2,1376538,604698,1279711,0.422128296,0.185436317,0.392435388,6.96948347,26.774
253,05_22_2025,05_22_2025_Setup19,0.714973262,3,1525453,685459,2177758,0.347588905,0.156188321,0.496222774,8.817754457,17.738
254,05_22_2025,05_22_2025_Setup2,0.485287419,6,2278057,299591,1079918,0.622834147,0.081909937,0.295255916,11.71313238,24.576
255,05_22_2025,05_22_2025_Setup20,0.653520016,3,1467099,306672,1101995,0.51015938,0.106640109,0.383200511,4.728673131,19.047
256,05_22_2025,05_22_2025_Setup21,0.368982919,2,3031867,254018,430117,0.815894878,0.068357875,0.115747247,2.266267947,16.573
257,05_22_2025,05_22_2025_Setup22,0.399209486,2,2420598,46542,471721,0.823651748,0.015836748,0.160511504,6.862504961,25.503
258,05_22_2025,05_22_2025_Setup23,0.890479664,4,1118478,665127,2590996,0.255675432,0.152042895,0.592281673,12.43256077,27.365
259,05_22_2025,05_22_2025_Setup24,0.718225537,6,1904221,368591,1698279,0.479520867,0.092818573,0.42766056,17.73897775,27.832
260,05_22_2025,05_22_2025_Setup25,0.727230091,4,1799722,1300127,1506228,0.390727728,0.28226341,0.327008862,2.153696304,14.97
261,05_22_2025,05_22_2025_Setup26,0.683343628,0,1844977,3023819,713309,0.330516355,0.541698696,0.127784949,0,#NAME?
262,05_22_2025,05_22_2025_Setup28,0.656805859,2,2098527,579966,907121,0.585262942,0.16174803,0.252989028,3.646458027,15.751
263,05_22_2025,05_22_2025_Setup29,0.523759841,2,1998384,515529,1133249,0.547928499,0.141350727,0.310720774,8.882710769,24.713
264,05_22_2025,05_22_2025_Setup3,0.345941544,2,3149257,604477,576681,0.727241384,0.1395887,0.133169916,2.340211064,17.897
265,05_22_2025,05_22_2025_Setup30,0.748866101,2,2014881,792090,1503369,0.467452916,0.183765086,0.348781999,6.795060468,24.256
266,05_22_2025,05_22_2025_Setup31,0.805276382,4,1383267,302466,2589084,0.32358508,0.07075531,0.605659611,10.84499361,22.594
267,05_22_2025,05_22_2025_Setup32,0.647939347,1,2156665,728915,1273782,0.518508608,0.175246829,0.306244563,5.011496584,25.648
268,05_22_2025,05_22_2025_Setup33,0.766543471,4,1490372,201915,2231266,0.379852649,0.051462284,0.568685067,15.2735421,24.228
269,05_22_2025,05_22_2025_Setup34,0.738534729,0,1845361,1865267,1270400,0.370477942,0.374474305,0.255047753,0,0
270,05_22_2025,05_22_2025_Setup35,0.678637607,3,2288615,216039,1235126,0.611965142,0.057767837,0.330267021,7.038039487,25.368
271,05_22_2025,05_22_2025_Setup36,0.508533027,3,1840675,387797,760392,0.615844348,0.129747289,0.254408364,5.449726345,22.652
272,05_22_2025,05_22_2025_Setup4,0.268301257,1,2268982,41604,402836,0.836206827,0.015332668,0.148460505,2.624089656,22.912
273,05_22_2025,05_22_2025_Setup5,0.729387077,8,2840808,290091,1809150,0.575056644,0.058722292,0.366221064,15.28822519,26.808
274,05_22_2025,05_22_2025_Setup6,0.435602737,3,2927218,517060,827381,0.685264905,0.121044306,0.193690789,5.507740655,26.764
275,05_22_2025,05_22_2025_Setup7,0.528232513,6,3037897,255286,1240480,0.67007561,0.056308993,0.273615397,6.819889554,22.841
276,05_22_2025,05_22_2025_Setup8,0.680642049,7,2875959,138913,1351539,0.658655129,0.031814,0.309530871,15.54990934,22.433
277,05_22_2025,05_22_2025_Setup9,0.360605261,1,2354494,340768,849827,0.664156528,0.096123962,0.239719511,1.963539372,21.489
278,05_23_2025,05_23_2025_Setup1,0.360635697,3,1788686,63297,489579,0.763885816,0.027031956,0.209082228,6.731636701,25.484
279,05_23_2025,05_23_2025_Setup10,0.444052553,4,944516,111783,928375,0.475904859,0.056323104,0.467772037,10.99891854,27.776
280,05_23_2025,05_23_2025_Setup11,0.39408284,2,1056206,114101,749299,0.550220201,0.059439802,0.390339997,4.434182569,24.296
281,05_23_2025,05_23_2025_Setup12,0.47791752,3,1921800,146102,1216747,0.585085347,0.044480247,0.370434406,9.35035702,27.039
282,05_23_2025,05_23_2025_Setup2,0.384395062,1,1618913,108904,835728,0.631513393,0.042481798,0.32600481,4.38261533,25.371
283,05_23_2025,05_23_2025_Setup3,0.56398481,4,1421802,174117,1167308,0.514544046,0.063012196,0.422443759,15.12252554,30.62
284,05_23_2025,05_23_2025_Setup4,0.454054054,3,1454446,134544,1040725,0.553081227,0.051162959,0.395755814,7.558263535,26.676
285,05_23_2025,05_23_2025_Setup5,0.506165228,3,1855335,144693,710609,0.684464574,0.053379704,0.262155722,11.33117722,27.424
286,05_23_2025,05_23_2025_Setup6,0.466033601,5,1549306,143376,1022437,0.570621766,0.052806525,0.376571708,10.7496637,26.928
287,05_23_2025,05_23_2025_Setup7,0.706710998,8,1083470,167220,1195640,0.442896093,0.068355455,0.488748452,21.57289486,28.648
288,05_23_2025,05_23_2025_Setup8,0.564258087,7,1442312,192065,1876934,0.410761678,0.054698943,0.534539379,14.16903389,27.251
289,05_23_2025,05_23_2025_Setup9,0.447258121,5,1301814,130647,730901,0.601755046,0.060390725,0.337854229,15.31556512,27.312
290,05_27_2025,05_27_2025_Setup1,0.689864596,2,863818,175014,1427904,0.350186643,0.070949627,0.578863729,4.108767841,25.209
291,05_27_2025,05_27_2025_Setup10,0.675530859,2,2304564,103309,1501936,0.589431351,0.02642303,0.384145619,16.56100879,28.491
292,05_27_2025,05_27_2025_Setup11,0.265973781,0,1680640,409281,189695,0.737246975,0.179539449,0.083213576,0,0
293,05_27_2025,05_27_2025_Setup12,0.432960894,2,1462915,267224,1312531,0.480799758,0.087825495,0.431374747,2.976172488,20.812
294,05_27_2025,05_27_2025_Setup13,0.345222513,1,1361902,364972,558126,0.596018381,0.159725164,0.244256455,4.529931278,27.302
295,05_27_2025,05_27_2025_Setup2,0.645170647,1,1229112,931185,862667,0.406591676,0.308037079,0.285371245,8.230122101,32.968
296,05_27_2025,05_27_2025_Setup4,0.22081986,1,1410448,56173,413370,0.750241889,0.029879398,0.219878712,2.419030156,20.605
297,05_27_2025,05_27_2025_Setup5,0.180107772,0,1520176,167352,225613,0.794596948,0.087474995,0.117928057,0,0
298,05_27_2025,05_27_2025_Setup7,0.197877653,0,1502047,232875,59914,0.836871447,0.12974723,0.033381323,0,0
299,05_27_2025,05_27_2025_Setup8,0.582862949,0,2139500,551132,594274,0.651312397,0.167777099,0.180910504,0,#NAME?
300,05_28_2025,05_28_2025_Setup14,0.449119718,1,2278490,314550,1009470,0.632472915,0.087314123,0.280212963,4.145365406,24.647
301,05_28_2025,05_28_2025_Setup15,0.452279581,3,884270,147237,958962,0.444252083,0.073971009,0.481776908,8.034899769,28.011
302,05_28_2025,05_28_2025_Setup16,0.52,3,1228514,132528,1014372,0.5171789,0.055791538,0.427029562,9.640204147,26.626
303,05_28_2025,05_28_2025_Setup17,0.72357073,11,1464325,237620,1262606,0.493944952,0.080153791,0.425901258,27.25321955,27.999
304,05_28_2025,05_28_2025_Setup18,0.483148376,1,1636055,155341,1034528,0.578945152,0.054969985,0.366084863,7.856663523,31.49
305,05_28_2025,05_28_2025_Setup19,0.489002796,2,960013,143252,1380102,0.386577175,0.057684587,0.555738238,7.78077167,26.346
306,05_28_2025,05_28_2025_Setup20,0.954596364,5,1679175,1047540,2185936,0.341806287,0.21323314,0.444960572,13.98713222,26.203
307,06_03_2025,06_03_2025_Setup1,0.565112969,2,2586211,90106,942943,0.714569,0.02489625,0.26053475,23.56372991,31.458
308,06_03_2025,06_03_2025_Setup10,0.644162251,1,1813599,1657932,1258046,0.383459028,0.350545514,0.265995458,1.466492154,17.783
309,06_03_2025,06_03_2025_Setup2,0.454418605,3,2111250,179949,829426,0.676547166,0.05766441,0.265788424,12.40640672,30.622
310,06_03_2025,06_03_2025_Setup3,0.290145985,0,2015737,729090,539005,0.613836822,0.222024147,0.16413903,0,0
311,06_03_2025,06_03_2025_Setup4,0.375037236,1,2483327,107301,843754,0.723078271,0.031243176,0.245678553,7.253808176,35.069
312,06_03_2025,06_03_2025_Setup5,0.279650671,1,2249836,25882,321288,0.866319138,0.009966092,0.12371477,8.675468895,29.591
313,06_03_2025,06_03_2025_Setup6,0.578905314,1,994318,864109,457359,0.429365235,0.373138537,0.197496228,0.905370575,13.594
314,06_03_2025,06_03_2025_Setup7,0.462173562,1,2697216,123129,1291416,0.65597587,0.029945563,0.314078566,7.78605918,27.271
315,06_03_2025,06_03_2025_Setup8,0.057599692,0,3474273,66,33475,0.990438205,1.88E-05,0.00954298,0,0
316,06_03_2025,06_03_2025_Setup9,0.70431661,0,1736842,2555352,1709548,0.289389647,0.425768385,0.284841968,0,#NAME?
317,06_06_2025,06_06_2025_Setup1,0.743984861,0,835796,2754463,1357976,0.168907904,0.556655656,0.27443644,0,0
318,06_06_2025,06_06_2025_Setup2,0.761149978,2,1090236,964813,1452575,0.310818948,0.275061694,0.414119358,7.656740384,25.323
319,06_06_2025,06_06_2025_Setup3,0.779709625,1,1623718,1824543,2090232,0.29316964,0.329429504,0.377400856,3.617536071,19.656
320,06_06_2025,06_06_2025_Setup4,0.384177344,2,1454779,72670,953451,0.586391632,0.029291789,0.384316579,7.260495334,25.783
321,06_06_2025,06_06_2025_Setup5,0.675580966,4,1162633,93543,1114157,0.49049353,0.039464075,0.470042395,15.02652954,27.271
322,06_06_2025,06_06_2025_Setup6,0.552921666,1,663452,125684,730769,0.436508861,0.08269201,0.480799129,4.788219174,23.128
323,06_06_2025,06_06_2025_Setup7,0.441253537,2,516094,245310,413737,0.439176235,0.208749418,0.352074347,5.572713851,23.432
324,06_06_2025,06_06_2025_Setup8,0.660117238,3,750672,83267,1354003,0.343095018,0.038057225,0.618847757,10.64063616,23.942
325,06_09_2025,06_09_2025_Setup10,0.519555556,1,3087027,743493,1166163,0.617815259,0.148797312,0.233387429,4.059014549,21.781
326,06_09_2025,06_09_2025_Setup11,0.721637735,1,2661239,1993836,1390840,0.440171422,0.329782341,0.230046238,0.194790196,15.46
327,06_09_2025,06_09_2025_Setup12,0.356615357,1,2136965,1616080,215654,0.538454793,0.407206493,0.054338714,0.497866242,15.259
328,06_09_2025,06_09_2025_Setup13,0.391308188,1,2448156,468505,412534,0.735359749,0.140726212,0.123914039,0.971352596,14.094
329,06_09_2025,06_09_2025_Setup14,0.768013907,4,1895386,737966,1455304,0.463571893,0.180491095,0.355937012,3.578577889,21.336
330,06_09_2025,06_09_2025_Setup15,0.669860244,1,2268255,837917,1502165,0.492206842,0.181826329,0.325966829,1.625621386,18.61
331,06_09_2025,06_09_2025_Setup9,0.589195869,1,2724003,890673,707637,0.63021882,0.206063975,0.163717204,2.305198505,10.273
332,06_10_2025,06_10_2025_Setup1,0.334788779,3,610991,221049,611782,0.423176126,0.153099897,0.423723977,4.09699379,19.425
333,06_10_2025,06_10_2025_Setup10,0.000729461,0,2020989,0,2,0.99999901,0,9.90E-07,0,0
334,06_10_2025,06_10_2025_Setup11,0.300302707,1,2346415,451205,258035,0.767892645,0.147662285,0.08444507,0.651249652,12.441
335,06_10_2025,06_10_2025_Setup12,0.52938252,2,4286226,463621,453693,0.823713472,0.08909723,0.087189298,7.114876228,10.57
336,06_10_2025,06_10_2025_Setup13,0.233576642,1,824685,91929,246740,0.708885687,0.079020659,0.212093653,5.817566691,21.252
337,06_10_2025,06_10_2025_Setup14,0.238315874,1,1363375,79957,276250,0.792852565,0.046497928,0.160649507,6.713125127,32.178
338,06_10_2025,06_10_2025_Setup15,0.004097979,0,1428525,18,0,0.9999874,1.26E-05,0,0,0
339,06_10_2025,06_10_2025_Setup16,0.330265555,0,2551341,694973,154575,0.750198257,0.204350392,0.045451351,0,0
340,06_10_2025,06_10_2025_Setup17,0.342050114,1,1735535,417929,376623,0.685958625,0.165183648,0.148857727,0.281938028,9.803
341,06_10_2025,06_10_2025_Setup18,0.309041835,0,3810184,124734,155204,0.931557543,0.030496401,0.037946056,0,0
342,06_10_2025,06_10_2025_Setup19,0.170206186,0,3715089,107184,108369,0.945160867,0.027268828,0.027570305,0,#NAME?
343,06_10_2025,06_10_2025_Setup2,0.325717879,3,618612,81786,488956,0.52012437,0.068765061,0.411110569,6.720750284,23.381
344,06_10_2025,06_10_2025_Setup20,0.113571243,0,1811568,0,78613,0.958409803,0,0.041590197,0,0
345,06_10_2025,06_10_2025_Setup21,0.295798656,1,1980495,154104,1010680,0.62967228,0.048995336,0.321332384,4.360722032,26.433
346,06_10_2025,06_10_2025_Setup22,0.297607078,1,1948262,154173,970609,0.633984414,0.050169474,0.315846112,4.666572405,26.491
347,06_10_2025,06_10_2025_Setup23,0.311551819,1,1654369,59431,1076300,0.592942547,0.02130067,0.385756783,6.061178328,25.406
348,06_10_2025,06_10_2025_Setup25,0.394688733,1,782312,184819,848128,0.430964397,0.101814121,0.467221482,7.142682978,28.753
349,06_10_2025,06_10_2025_Setup26,0.116274585,1,2639476,16587,181607,0.930156079,0.005845289,0.063998633,7.219885087,26.742
350,06_10_2025,06_10_2025_Setup27,0.00754717,0,2724350,1,107,0.999960359,3.67E-07,3.93E-05,0,0
351,06_10_2025,06_10_2025_Setup28,0.185967633,1,3126315,82333,136258,0.934649584,0.024614444,0.040735973,3.280323481,12.188
352,06_10_2025,06_10_2025_Setup29,0.302228726,1,479533,29901,407520,0.522962984,0.032609051,0.444427965,4.366858265,25.639
353,06_10_2025,06_10_2025_Setup3,0.675172731,1,1890911,1157246,828316,0.487791609,0.298530649,0.213677743,6.653810887,26.791
354,06_10_2025,06_10_2025_Setup30,0.500621593,2,1633090,140732,947872,0.600027042,0.051707503,0.348265455,9.213272432,28.843
355,06_10_2025,06_10_2025_Setup31,0.865793781,3,2180009,879964,1693165,0.458646267,0.185133274,0.356220459,10.65971452,23.273
356,06_10_2025,06_10_2025_Setup32,0.29385763,1,1384761,33984,458777,0.73754715,0.018100454,0.244352396,5.455054171,29.271
357,06_10_2025,06_10_2025_Setup33,0.128855578,0,2283507,73,145618,0.940025062,3.01E-05,0.059944887,0,0
358,06_10_2025,06_10_2025_Setup34,0.04537037,0,1366697,104487,4618,0.926070706,0.070800148,0.003129146,0,#NAME?
359,06_10_2025,06_10_2025_Setup35,0.277391622,1,1624527,85310,254648,0.82694803,0.04342614,0.129625831,3.685197757,23.966
360,06_10_2025,06_10_2025_Setup36,0.019385948,0,1995167,13599,1267,0.992604102,0.006765561,0.000630338,0,#NAME?
361,06_10_2025,06_10_2025_Setup37,0.717693445,3,3713849,800076,1201631,0.649779129,0.139982182,0.210238689,4.97367225,23.542
362,06_10_2025,06_10_2025_Setup38,0.361977186,2,2661113,290100,423272,0.78859826,0.085968674,0.125433066,5.808888627,22.135
363,06_10_2025,06_10_2025_Setup39,0.303373972,1,2517056,130352,328921,0.845691454,0.043796234,0.110512312,4.662953401,23.403
364,06_10_2025,06_10_2025_Setup4,0.139227642,0,694843,30553,181056,0.766552448,0.033706142,0.199741409,0,#NAME?
365,06_10_2025,06_10_2025_Setup40,0.548241149,1,1618184,289144,929864,0.570347019,0.101912031,0.32774095,2.869354224,24.32
366,06_10_2025,06_10_2025_Setup41,0.28041543,1,736509,53200,520579,0.562097035,0.040601761,0.397301204,4.803989208,24.202
367,06_10_2025,06_10_2025_Setup42,0.550922367,3,788988,115610,740271,0.479666162,0.070285232,0.450048606,11.23411882,26.499
368,06_10_2025,06_10_2025_Setup5,0.300197066,1,272321,116157,455608,0.322622339,0.137612755,0.539764905,2.552069461,21.624
369,06_10_2025,06_10_2025_Setup6,0.238050433,2,2782689,50197,344588,0.875755081,0.015797769,0.10844715,5.086042433,20.196
370,06_10_2025,06_10_2025_Setup7,0.097481722,1,2335746,13167,92540,0.956703242,0.0053931,0.037903658,3.411793114,21.155
371,06_10_2025,06_10_2025_Setup8,0.48984818,4,1382705,152781,1267877,0.493230809,0.054499185,0.452270006,9.649865192,22.028
372,06_10_2025,06_10_2025_Setup9,0.183344399,2,1390217,92219,224047,0.814667946,0.054040386,0.131291668,4.393074933,19.313
373,06_11_2025,06_11_2025_Setup1,0.88633461,5,1952387,291014,1747788,0.489174279,0.072914112,0.43791161,13.5521895,26.514
374,06_11_2025,06_11_2025_Setup2,0.817701316,4,1409835,180263,1391655,0.472820854,0.060455376,0.46672377,15.78381354,27.78
375,06_12_2025,06_12_2025_Setup1,0.20738951,1,987832,93064,259497,0.736971918,0.069430383,0.193597699,3.263404336,26.588
376,06_12_2025,06_12_2025_Setup10,0.666132992,1,4765083,1555639,469122,0.701795652,0.229112628,0.06909172,0.480068348,17.243
377,06_12_2025,06_12_2025_Setup11,0.228554699,2,1701823,36606,327162,0.823891564,0.017721805,0.158386631,5.696690154,22.311
378,06_12_2025,06_12_2025_Setup12,0.7110011,0,421893,1442800,1615382,0.121231008,0.414588766,0.464180226,0,0
379,06_12_2025,06_12_2025_Setup13,0.526529874,0,2536378,1876717,618546,0.504085645,0.372983088,0.122931266,0,#NAME?
380,06_12_2025,06_12_2025_Setup14,0.145136034,0,887606,93664,180273,0.76416112,0.080637566,0.155201314,0,#NAME?
381,06_12_2025,06_12_2025_Setup15,0.18791876,1,1916367,68671,327571,0.828660184,0.029694168,0.141645648,3.966448843,19.651
382,06_12_2025,06_12_2025_Setup16,0.705414697,1,3550540,3790062,735162,0.439653759,0.46931312,0.091033121,1.194440867,11.615
383,06_12_2025,06_12_2025_Setup17,0.024215151,0,3321243,3551,0,0.998931964,0.001068036,0,0,0
384,06_12_2025,06_12_2025_Setup18,0.315046171,2,1088680,593478,755977,0.446521624,0.243414741,0.310063635,3.71306289,16.541
385,06_12_2025,06_12_2025_Setup19,0.025348129,0,652339,2,16170,0.975808925,2.99E-06,0.024188084,0,0
386,06_12_2025,06_12_2025_Setup2,0.43187067,2,1424732,103605,848480,0.599428563,0.043589809,0.356981627,8.109811072,27.442
387,06_12_2025,06_12_2025_Setup20,0.487477209,1,764477,411407,870450,0.373583687,0.20104587,0.425370443,4.006608053,23.171
388,06_12_2025,06_12_2025_Setup21,0.686315408,2,2231434,664651,1597414,0.496591632,0.147913909,0.35549446,7.554916374,26.389
389,06_12_2025,06_12_2025_Setup22,0.435735022,1,4295466,2554620,202144,0.609093294,0.362242865,0.028663841,1.90640142,10.215
390,06_12_2025,06_12_2025_Setup3,0.394672856,2,813816,69309,597920,0.549487693,0.046797363,0.403714945,9.013077219,28.997
391,06_12_2025,06_12_2025_Setup4,0.218597237,1,1624153,128640,204087,0.829970668,0.065737296,0.104292036,3.416053242,27.319
392,06_12_2025,06_12_2025_Setup5,0.342547425,3,1799113,47719,376388,0.809237502,0.021463913,0.169298585,7.804778216,24.75
393,06_12_2025,06_12_2025_Setup6,0.144039257,1,2778613,328085,123692,0.860147846,0.10156204,0.038290114,0.788160596,12.191
394,06_12_2025,06_12_2025_Setup7,0.280433574,3,1194664,178628,477307,0.645555304,0.096524423,0.257920273,8.701555381,25.64
395,06_12_2025,06_12_2025_Setup8,0.505480335,1,4036661,1290585,1013643,0.636608053,0.203533763,0.159858184,1.040696517,13.935
396,06_15_2025,06_15_2025_Setup1,0.140920716,1,3292504,7662,165258,0.950101344,0.002210985,0.047687671,0.637952869,19.393
397,06_15_2025,06_15_2025_Setup10,0.422818137,2,3244763,180448,530932,0.820183446,0.045612102,0.134204451,10.77565027,32.465
398,06_15_2025,06_15_2025_Setup11,0.435548658,1,3057110,56084,489550,0.848550438,0.015567023,0.135882538,10.06233517,37.494
399,06_15_2025,06_15_2025_Setup12,0.365337825,1,4032176,48307,253096,0.930449405,0.011147137,0.058403458,2.768347722,12.364
